projectname,classification,preprocess_comments
jEdit-4.2,0,handlecli method
jEdit-4.2,0,
jEdit-4.2,0,handlecli method
jEdit-4.2,0,case array case object
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,flushinput method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getnam method
jEdit-4.2,0,privat member
jEdit-4.2,0,isok method
jEdit-4.2,0,getlabel method
jEdit-4.2,0,run method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,handler class
jEdit-4.2,0,set messag caus statu bar check record progress
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,accept method
jEdit-4.2,0,createmacro method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getplugin method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,load method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getsourc method
jEdit-4.2,0,append method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getter setter method variou buffer meta data
jEdit-4.2,0,getlastmodifi method
jEdit-4.2,0,getvf method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,dispos method
jEdit-4.2,0,recordinput method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,handlemessag method
jEdit-4.2,0,immedi run
jEdit-4.2,0,
jEdit-4.2,0,getcolumnnam method
jEdit-4.2,0,workthreadpool constructor
jEdit-4.2,0,privat member
jEdit-4.2,0,getrul method
jEdit-4.2,0,getrulecount method
jEdit-4.2,0,addsepar method
jEdit-4.2,0,setterminatechar method
jEdit-4.2,0,protect member
jEdit-4.2,0,
jEdit-4.2,0,record class
jEdit-4.2,0,reset method
jEdit-4.2,0,record method
jEdit-4.2,0,record constructor
jEdit-4.2,0,record method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,carethandl class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getselectionend method
jEdit-4.2,0,
jEdit-4.2,0,isleaf method
jEdit-4.2,0,
jEdit-4.2,0,found full name import class
jEdit-4.2,0,getel method
jEdit-4.2,0,getfoldlevel method
jEdit-4.2,0,
jEdit-4.2,0,getabbrev method
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,uc without bom must begin with xml xc xf uc big endian byte order mark
jEdit-4.2,0,
jEdit-4.2,0,avoid data loss onli thi abov complet success
jEdit-4.2,0,isbuiltin method
jEdit-4.2,0,closebuff method
jEdit-4.2,0,static variabl
jEdit-4.2,0,class initi
jEdit-4.2,0,
jEdit-4.2,0,getactionnam method
jEdit-4.2,0,contentinsert method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,alreadi wrote comment expain thi in macro invok
jEdit-4.2,0,recordmacro method
jEdit-4.2,0,stoprecord method
jEdit-4.2,0,
jEdit-4.2,0,loadmacro method
jEdit-4.2,0,clearregist method
jEdit-4.2,0,method
jEdit-4.2,0,getregist method
jEdit-4.2,0,getendlin method
jEdit-4.2,0,saveregist method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,loadregist method
jEdit-4.2,0,
jEdit-4.2,0,inner class
jEdit-4.2,0,regist interfac
jEdit-4.2,0,clipboardregist class
jEdit-4.2,0,constant
jEdit-4.2,0,
jEdit-4.2,0,getpath method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,addactionset method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,paintbord method
jEdit-4.2,0,dosingleclick method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,invok method
jEdit-4.2,0,text method
jEdit-4.2,0,
jEdit-4.2,0,getcod method
jEdit-4.2,0,macronametolabel method
jEdit-4.2,0,gethandl method
jEdit-4.2,0,
jEdit-4.2,0,adjusthandl class
jEdit-4.2,0,privat member
jEdit-4.2,0,case
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getmark method
jEdit-4.2,0,killringhandl class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,stringsequ method
jEdit-4.2,0,getpath method
jEdit-4.2,0,setsiz method
jEdit-4.2,0,objectsequ method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,startdraganddrop method call dndcallback via reflect
jEdit-4.2,0,
jEdit-4.2,0,actionperform method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,resolveent method
jEdit-4.2,0,thi new canon path
jEdit-4.2,0,
jEdit-4.2,0,insideselect method
jEdit-4.2,0,remov trail
jEdit-4.2,0,
jEdit-4.2,0,updatescrollbar method
jEdit-4.2,0,
jEdit-4.2,0,stringregist class
jEdit-4.2,0,registershandl class
jEdit-4.2,0,
jEdit-4.2,0,iscaretvis method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,text edit
jEdit-4.2,0,getattribut method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,redo method
jEdit-4.2,0,getentri method
jEdit-4.2,0,
jEdit-4.2,0,read and lastwascr also true probabl mac file stream
jEdit-4.2,0,macro constructor
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getnam method
jEdit-4.2,0,method
jEdit-4.2,0,getsymlinkpath method
jEdit-4.2,0,method
jEdit-4.2,0,removenotifi method
jEdit-4.2,0,
jEdit-4.2,0,joinlin method
jEdit-4.2,0,packag privat member
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,registerhandl method
jEdit-4.2,0,wa previou read charact read and thi true assum have do window file
jEdit-4.2,0,getmacrohierarchi method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,getmacroactionset method
jEdit-4.2,0,macro class
jEdit-4.2,0,getmacro method
jEdit-4.2,0,pushel method
jEdit-4.2,0,gethandl method
jEdit-4.2,0,
jEdit-4.2,0,gethandl method
jEdit-4.2,0,allowread method
jEdit-4.2,0,
jEdit-4.2,0,request class
jEdit-4.2,0,
jEdit-4.2,0,isvm method
jEdit-4.2,0,peekel method
jEdit-4.2,0,ismacoslf method
jEdit-4.2,0,popel method
jEdit-4.2,0,
jEdit-4.2,0,determin whether deal with one two three four byte sequenc
jEdit-4.2,0,isclos method
jEdit-4.2,0,
jEdit-4.2,0,user input
jEdit-4.2,0,getdirectori method
jEdit-4.2,0,guess initi size array
jEdit-4.2,0,shiftindentright method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,read henc maco file
jEdit-4.2,0,narrowtoselect method
jEdit-4.2,0,
jEdit-4.2,0,setentri method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,isload method
jEdit-4.2,0,isperformingio method
jEdit-4.2,0,isnewfil method
jEdit-4.2,0,setnewfil method
jEdit-4.2,0,classtofil method
jEdit-4.2,0,isuntitl method
jEdit-4.2,0,
jEdit-4.2,0,input method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,fold
jEdit-4.2,0,
jEdit-4.2,0,onli execut abov loop fall through there handler thi file
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,loadmacro method
jEdit-4.2,0,confirm method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,confirm method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,unref method
jEdit-4.2,0,postophalf constructor
jEdit-4.2,0,remov method
jEdit-4.2,0,posbottomhalf class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,gotobufferstart method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,creat temporari synthet prefix keybind that won save
jEdit-4.2,0,userinput method
jEdit-4.2,0,con inset new inset
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,avoid data loss onli thi abov complet success
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,save dockabl window geometri and close
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,revalid method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,messag method
jEdit-4.2,0,error method
jEdit-4.2,0,
jEdit-4.2,0,runscript method
jEdit-4.2,0,thi will result slight speed up sinc don need read dtd anyway aelfr non valid
jEdit-4.2,0,method
jEdit-4.2,0,perspectivehandl class
jEdit-4.2,0,
jEdit-4.2,0,gotonextmark method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,remov constructor
jEdit-4.2,0,getelementindex method
jEdit-4.2,0,caret insid lead whitespac indent
jEdit-4.2,0,background
jEdit-4.2,0,copi text after gap
jEdit-4.2,0,
jEdit-4.2,0,postophalf class
jEdit-4.2,0,
jEdit-4.2,0,input method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,loadperspect method
jEdit-4.2,0,method
jEdit-4.2,0,privat member
jEdit-4.2,0,mousemov method
jEdit-4.2,0,setposit method
jEdit-4.2,0,
jEdit-4.2,0,privat member
jEdit-4.2,0,protect member
jEdit-4.2,0,some constant
jEdit-4.2,0,
jEdit-4.2,0,addnotifi method
jEdit-4.2,0,smarthom method
jEdit-4.2,0,
jEdit-4.2,0,removenotifi method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,hasscreenmenubar
jEdit-4.2,0,method
jEdit-4.2,0,privat member
jEdit-4.2,0,see abov
jEdit-4.2,0,remov editor can continu function
jEdit-4.2,0,redo method
jEdit-4.2,0,instanc variabl
jEdit-4.2,0,threadprogress class
jEdit-4.2,0,updatecapt method
jEdit-4.2,0,
jEdit-4.2,0,chardata method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,removenotifi method
jEdit-4.2,0,getwordtocomplet method
jEdit-4.2,0,completeword method
jEdit-4.2,0,protect member
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,gethistori method
jEdit-4.2,0,
jEdit-4.2,0,load method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,waitforrequest method
jEdit-4.2,0,not class
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,reset count
jEdit-4.2,0,number line read everi line updat progress bar
jEdit-4.2,0,end jcmdprocess java
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,foldlevelchang method
jEdit-4.2,0,look line end
jEdit-4.2,0,contentremov method
jEdit-4.2,0,get full command line
jEdit-4.2,0,split text into line
jEdit-4.2,0,
jEdit-4.2,0,noth who care
jEdit-4.2,0,init method
jEdit-4.2,0,gettooltiptext method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,attribut method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,doctypedecl method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,chardata method
jEdit-4.2,0,getend method
jEdit-4.2,0,needfullrepaint method
jEdit-4.2,0,contentremov method
jEdit-4.2,0,endel method
jEdit-4.2,0,instanc variabl
jEdit-4.2,0,overlap method
jEdit-4.2,0,gettext method
jEdit-4.2,0,
jEdit-4.2,0,isjava method
jEdit-4.2,0,
jEdit-4.2,0,isjava method
jEdit-4.2,0,fix bug where horiz scroll bar not updat after creat new file
jEdit-4.2,0,note that reli fact that when physic line invalid all screen line subregion that line invalid well see below comment code that tri uphold thi assumpt
jEdit-4.2,0,thi line ha becom longer shorter in which case new physic line number differ from cach one need to continu updat past last line advis text area repaint other hand line wrap beyond lastscreenlin need keep updat the chunk list ensur proper align of invalid flag see start method
jEdit-4.2,0,
jEdit-4.2,0,getlineinfo method
jEdit-4.2,0,loadclass method
jEdit-4.2,0,instanc variabl
jEdit-4.2,0,method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,zero here that buffertab doesn have ani problem
jEdit-4.2,0,setselectedtext method
jEdit-4.2,0,saveallbuff method
jEdit-4.2,0,
jEdit-4.2,0,setselectedtext method
jEdit-4.2,0,
jEdit-4.2,0,middl mous button drag insert select caret posit
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,onli wrap we end line rest line text whitespac
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,dotripleclick method
jEdit-4.2,0,
jEdit-4.2,0,mutablecaretev constructor
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,method
jEdit-4.2,0,with drag and drop on mous down select doe not immedi deselect
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,focushandl class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,delet method
jEdit-4.2,0,setselect method
jEdit-4.2,0,when user type etc don want caret blink
jEdit-4.2,0,
jEdit-4.2,0,addtoselect method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,privat member
jEdit-4.2,0,onli ever return true space press with logicallength maxlinelen
jEdit-4.2,0,class initi
jEdit-4.2,0,debug make jedit think it use differ version java than realli is
jEdit-4.2,0,getselectionend method
jEdit-4.2,0,method
jEdit-4.2,0,method
jEdit-4.2,0,jdk thi set method java the method must take these paramet jedittextarea inputev boolean copi text move depend modifi user held down
jEdit-4.2,0,getlastedit method
jEdit-4.2,0,reloadallbuff method
jEdit-4.2,0,getselectionstart method
jEdit-4.2,0,save caret info buffer load will load it
jEdit-4.2,0,getbuff method
jEdit-4.2,0,method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,add line marker end proper offset manag oper
jEdit-4.2,0,selectlin method
jEdit-4.2,0,currblockno
jEdit-4.2,0,gotoprevfold method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,posbottomhalf constructor
jEdit-4.2,0,redo method
jEdit-4.2,0,
jEdit-4.2,0,edit class
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,selectparagraph method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,tabstospac method
jEdit-4.2,0,setlastmodifi method
jEdit-4.2,0,
jEdit-4.2,0,expandfold method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,offset convers
jEdit-4.2,0,gettext method
jEdit-4.2,0,charstoent method
jEdit-4.2,0,formatfiles method
jEdit-4.2,0,getlongestprefix method
jEdit-4.2,0,getlongestprefix method
jEdit-4.2,0,offset previou line rel start buffer not rel start document
jEdit-4.2,0,getlongestprefix method
jEdit-4.2,0,gettext method
jEdit-4.2,0,
jEdit-4.2,0,offsettoxi method
jEdit-4.2,0,
jEdit-4.2,0,use when sort too mani long comparison happen stop sort randomis block slightli and tri again
jEdit-4.2,0,paint
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,scroll horizont
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,now code tabl
jEdit-4.2,0,getlinecount method
jEdit-4.2,0,knuth increment seem work better than incerpi sedgewick here possibl becaus number elem sort is usual small typic
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,isdraginprogress method
jEdit-4.2,0,getlabel method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,optiongroup constructor
jEdit-4.2,0,optiongroup constructor
jEdit-4.2,0,fix bug where key event jtextcompon insid view also handl input handler
jEdit-4.2,0,creat huffman decod tabl
jEdit-4.2,0,privat member
jEdit-4.2,0,addoptiongroup method
jEdit-4.2,0,receiv map tabl
jEdit-4.2,0,xxx
jEdit-4.2,0,
jEdit-4.2,0,noth
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,bad crc consid fatal error
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,jedittextarea constructor
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,redo method
jEdit-4.2,0,initi some misc stuff
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,paintvalidlin method
jEdit-4.2,0,
jEdit-4.2,0,getfoldlevel method
jEdit-4.2,0,
jEdit-4.2,0,viewconfig class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,textareapaint constructor
jEdit-4.2,0,not reset stream and just treat like normal utf file
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,walk hierarchi look editpan
jEdit-4.2,0,windowhandl class
jEdit-4.2,0,getstringwidth method
jEdit-4.2,0,thi constructor key hash tabl
jEdit-4.2,0,nexttabstop method
jEdit-4.2,0,
jEdit-4.2,0,dockabl
jEdit-4.2,0,unloadservic method
jEdit-4.2,0,
jEdit-4.2,0,removeactionset method
jEdit-4.2,0,doctypedecl method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getbuff method
jEdit-4.2,0,getact method
jEdit-4.2,0,getbuff method
jEdit-4.2,0,getbuffercount method
jEdit-4.2,0,privat member
jEdit-4.2,0,getfirstbuff method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,packag privat member
jEdit-4.2,0,invokeact method
jEdit-4.2,0,
jEdit-4.2,0,index last char block so block size last
jEdit-4.2,0,loadservic method
jEdit-4.2,0,method
jEdit-4.2,0,getactionset method
jEdit-4.2,0,index zptr origin string after sort
jEdit-4.2,0,not char and not eof
jEdit-4.2,0,throw new ccoruptionerror
jEdit-4.2,0,updatepopupmenu method
jEdit-4.2,0,packag privat member
jEdit-4.2,0,alway rang the current block size thi number
jEdit-4.2,0,
jEdit-4.2,0,registerservic method
jEdit-4.2,0,paintcompon method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,bufferclos method
jEdit-4.2,0,getelementcount method
jEdit-4.2,0,compar input charact charact
jEdit-4.2,0,descriptor class
jEdit-4.2,0,otherwis set flag that know that last
jEdit-4.2,0,
jEdit-4.2,0,save method
jEdit-4.2,0,read charact
jEdit-4.2,0,geteolmarkercolor method
jEdit-4.2,0,
jEdit-4.2,0,setwrapguidecolor method
jEdit-4.2,0,initkeybind method
jEdit-4.2,0,unknown servic clazz name not tabl
jEdit-4.2,0,packag privat member
jEdit-4.2,0,
jEdit-4.2,0,unregisterservic method
jEdit-4.2,0,privat member
jEdit-4.2,0,registerservic method
jEdit-4.2,0,load method
jEdit-4.2,0,getservic method
jEdit-4.2,0,getservicenam method
jEdit-4.2,0,getservicetyp method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,now with hunt
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,avoid re run script give null
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,quick check catch public field includ those interfac
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getselectioncolor method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,per patrick beard
jEdit-4.2,0,getlastbuff method
jEdit-4.2,0,checkbufferstatu method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,not found fall through next class
jEdit-4.2,0,
jEdit-4.2,0,avoid re run script give null
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,isdirti method
jEdit-4.2,0,isreadonli method
jEdit-4.2,0,isedit method
jEdit-4.2,0,thi constructor valu hash tabl
jEdit-4.2,0,lazi instanti
jEdit-4.2,0,thi constructor key hash tabl
jEdit-4.2,0,
jEdit-4.2,0,rememb that thi class doesn exist futur refer
jEdit-4.2,0,editserv constructor
jEdit-4.2,0,addsepar method
jEdit-4.2,0,delcaredonli
jEdit-4.2,0,
jEdit-4.2,0,getviewcount method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,assum that there can onli one drag oper time
jEdit-4.2,0,skip certain action thi way
jEdit-4.2,0,throw eofexcept there noth els pop
jEdit-4.2,0,draw
jEdit-4.2,0,
jEdit-4.2,0,getter and setter
jEdit-4.2,0,totitlecas method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,setfoldcolor method
jEdit-4.2,0,getdoubleproperti method
jEdit-4.2,0,instanc variabl
jEdit-4.2,0,privat member
jEdit-4.2,0,method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,removenotifi method
jEdit-4.2,0,method
jEdit-4.2,0,addnotifi method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,ioprogressmonitor constructor
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,instanc variabl
jEdit-4.2,0,norecord method
jEdit-4.2,0,getproperti method
jEdit-4.2,0,
jEdit-4.2,0,push onto stack
jEdit-4.2,0,
jEdit-4.2,0,getmark method
jEdit-4.2,0,isleaf method
jEdit-4.2,0,mousehandl class
jEdit-4.2,0,mousepress method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getextens method
jEdit-4.2,0,instanc variabl
jEdit-4.2,0,bracketmatch class
jEdit-4.2,0,unexpect eof
jEdit-4.2,0,don bother there input
jEdit-4.2,0,method
jEdit-4.2,0,paintvalidlin method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getmark method
jEdit-4.2,0,see have ani overflow
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,shadow size
jEdit-4.2,0,
jEdit-4.2,0,quicksort method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,delayedupd method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,special situat we take input from charact stream
jEdit-4.2,0,
jEdit-4.2,0,isx method
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,jarclassload constructor
jEdit-4.2,0,scrollhandl class
jEdit-4.2,0,addoptionpan method
jEdit-4.2,0,resiz select necessari
jEdit-4.2,0,addoptionpan method
jEdit-4.2,0,
jEdit-4.2,0,getmemb method
jEdit-4.2,0,
jEdit-4.2,0,getmemb method
jEdit-4.2,0,
jEdit-4.2,0,getmembercount method
jEdit-4.2,0,
jEdit-4.2,0,inner class
jEdit-4.2,0,setsort method
jEdit-4.2,0,contentremov method
jEdit-4.2,0,insertionsort method
jEdit-4.2,0,filter out all carriag return we seen ani
jEdit-4.2,0,getnam method
jEdit-4.2,0,reset posit
jEdit-4.2,0,globalopt constructor
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,updat fold visibl map
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,anchor class
jEdit-4.2,0,getdocu method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,displaymanag constructor
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,fvmdump method
jEdit-4.2,0,getparentel method
jEdit-4.2,0,instal locat
jEdit-4.2,0,backup filenam prefix
jEdit-4.2,0,backup suffix
jEdit-4.2,0,
jEdit-4.2,0,hidelinerang method
jEdit-4.2,0,fvmput method
jEdit-4.2,0,
jEdit-4.2,0,getattribut method
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,invok method
jEdit-4.2,0,mirrormodel class
jEdit-4.2,0,
jEdit-4.2,0,find fold start and fold end
jEdit-4.2,0,ensurecapac method
jEdit-4.2,0,thi line start fold
jEdit-4.2,0,rootel constructor
jEdit-4.2,0,byte sequenc zzzzyyyyyyxxxxxx zzzz yyyyyi xxxxxx
jEdit-4.2,0,setdirti method
jEdit-4.2,0,getcolumncount method
jEdit-4.2,0,bump lastlin that next line doesn erron pick
jEdit-4.2,0,
jEdit-4.2,0,propertieschang method
jEdit-4.2,0,insert line
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,setreadonli method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,start next expand rang
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,how mani charact have read
jEdit-4.2,0,otherwis th bit may not set utf
jEdit-4.2,0,init method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,start next expand rang
jEdit-4.2,0,fix dirti flag not be reset
jEdit-4.2,0,check correct bit start
jEdit-4.2,0,set variabl current element context
jEdit-4.2,0,take charact from buffer from actual input stream
jEdit-4.2,0,set dtd hash tabl
jEdit-4.2,0,return signific bit
jEdit-4.2,0,error first line
jEdit-4.2,0,set buffer data and name
jEdit-4.2,0,islinevis method
jEdit-4.2,0,getvalueat method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,quicksort method
jEdit-4.2,0,compar interfac
jEdit-4.2,0,stringcompar class
jEdit-4.2,0,
jEdit-4.2,0,setvalueat method
jEdit-4.2,0,abbrevsmodel class
jEdit-4.2,0,init method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,getnam method
jEdit-4.2,0,
